,STATION,DATE,CLDD,HTDD,TAVG,TMAX,TMIN,dt,doy
654,USW00093738,1991-10-17,,,,50,41,1991-10-17,290
655,USW00093738,1991-10-18,,,,76,33,1991-10-18,291
656,USW00093738,1991-10-19,,,,83,43,1991-10-19,292
657,USW00093738,1991-10-20,,,,55,31,1991-10-20,293
658,USW00093738,1991-10-21,,,,57,28,1991-10-21,294
659,USW00093738,1991-10-22,,,,73,33,1991-10-22,295
660,USW00093738,1991-10-23,,,,76,44,1991-10-23,296
661,USW00093738,1991-10-24,,,,74,53,1991-10-24,297
662,USW00093738,1991-10-25,,,,75,47,1991-10-25,298
663,USW00093738,1991-10-26,,,,74,52,1991-10-26,299
664,USW00093738,1991-10-27,,,,76,53,1991-10-27,300
665,USW00093738,1991-10-28,,,,66,42,1991-10-28,301
666,USW00093738,1991-10-29,,,,59,31,1991-10-29,302
667,USW00093738,1991-10-30,,,,65,27,1991-10-30,303
668,USW00093738,1991-10-31,,,,67,36,1991-10-31,304
669,USW00093738,1991-11-01,,,,66,38,1991-11-01,305
670,USW00093738,1991-11-02,,,,69,43,1991-11-02,306
671,USW00093738,1991-11-03,,,,53,31,1991-11-03,307
672,USW00093738,1991-11-04,,,,40,26,1991-11-04,308
673,USW00093738,1991-11-05,,,,43,19,1991-11-05,309
674,USW00093738,1991-11-06,,,,54,16,1991-11-06,310
675,USW00093738,1991-11-07,,,,55,22,1991-11-07,311
676,USW00093738,1991-11-08,,,,42,34,1991-11-08,312
677,USW00093738,1991-11-09,,,,40,31,1991-11-09,313
678,USW00093738,1991-11-10,,,,41,32,1991-11-10,314
679,USW00093738,1991-11-11,,,,46,40,1991-11-11,315
680,USW00093738,1991-11-12,,,,49,37,1991-11-12,316
681,USW00093738,1991-11-13,,,,54,30,1991-11-13,317
682,USW00093738,1991-11-14,,,,64,28,1991-11-14,318
683,USW00093738,1991-11-15,,,,72,47,1991-11-15,319
684,USW00093738,1991-11-16,,,,71,44,1991-11-16,320
685,USW00093738,1991-11-17,,,,52,26,1991-11-17,321
686,USW00093738,1991-11-18,,,,54,20,1991-11-18,322
687,USW00093738,1991-11-19,,,,68,38,1991-11-19,323
688,USW00093738,1991-11-20,,,,74,53,1991-11-20,324
689,USW00093738,1991-11-21,,,,74,62,1991-11-21,325
690,USW00093738,1991-11-22,,,,67,56,1991-11-22,326
691,USW00093738,1991-11-23,,,,69,47,1991-11-23,327
692,USW00093738,1991-11-24,,,,50,31,1991-11-24,328
693,USW00093738,1991-11-25,,,,40,27,1991-11-25,329
694,USW00093738,1991-11-26,,,,40,19,1991-11-26,330
695,USW00093738,1991-11-27,,,,43,14,1991-11-27,331
696,USW00093738,1991-11-28,,,,63,32,1991-11-28,332
697,USW00093738,1991-11-29,,,,72,45,1991-11-29,333
698,USW00093738,1991-11-30,,,,72,53,1991-11-30,334
699,USW00093738,1991-12-01,,,,62,55,1991-12-01,335
700,USW00093738,1991-12-02,,,,56,42,1991-12-02,336
701,USW00093738,1991-12-03,,,,49,41,1991-12-03,337
702,USW00093738,1991-12-04,,,,43,23,1991-12-04,338
703,USW00093738,1991-12-05,,,,35,19,1991-12-05,339
704,USW00093738,1991-12-06,,,,53,27,1991-12-06,340
705,USW00093738,1991-12-07,,,,56,22,1991-12-07,341
706,USW00093738,1991-12-08,,,,67,31,1991-12-08,342
707,USW00093738,1991-12-09,,,,64,47,1991-12-09,343
708,USW00093738,1991-12-10,,,,51,29,1991-12-10,344
709,USW00093738,1991-12-11,,,,56,29,1991-12-11,345
710,USW00093738,1991-12-12,,,,53,30,1991-12-12,346
711,USW00093738,1991-12-13,,,,59,52,1991-12-13,347
712,USW00093738,1991-12-14,,,,63,37,1991-12-14,348
713,USW00093738,1991-12-15,,,,42,28,1991-12-15,349
714,USW00093738,1991-12-16,,,,34,23,1991-12-16,350
715,USW00093738,1991-12-17,,,,51,24,1991-12-17,351
716,USW00093738,1991-12-18,,,,42,25,1991-12-18,352
717,USW00093738,1991-12-19,,,,32,16,1991-12-19,353
718,USW00093738,1991-12-20,,,,45,8,1991-12-20,354
719,USW00093738,1991-12-21,,,,50,35,1991-12-21,355
720,USW00093738,1991-12-22,,,,53,27,1991-12-22,356
721,USW00093738,1991-12-23,,,,40,23,1991-12-23,357
722,USW00093738,1991-12-24,,,,43,22,1991-12-24,358
723,USW00093738,1991-12-25,,,,44,21,1991-12-25,359
724,USW00093738,1991-12-26,,,,44,16,1991-12-26,360
725,USW00093738,1991-12-27,,,,47,24,1991-12-27,361
726,USW00093738,1991-12-28,,,,39,19,1991-12-28,362
727,USW00093738,1991-12-29,,,,47,34,1991-12-29,363
728,USW00093738,1991-12-30,,,,49,29,1991-12-30,364
729,USW00093738,1991-12-31,,,,40,19,1991-12-31,365
730,USW00093738,1992-01-01,,,,43,18,1992-01-01,1
731,USW00093738,1992-01-02,,,,47,38,1992-01-02,2
732,USW00093738,1992-01-03,,,,55,42,1992-01-03,3
733,USW00093738,1992-01-04,,,,50,44,1992-01-04,4
734,USW00093738,1992-01-05,,,,51,37,1992-01-05,5
735,USW00093738,1992-01-06,,,,48,25,1992-01-06,6
736,USW00093738,1992-01-07,,,,45,32,1992-01-07,7
737,USW00093738,1992-01-08,,,,50,25,1992-01-08,8
738,USW00093738,1992-01-09,,,,47,37,1992-01-09,9
739,USW00093738,1992-01-10,,,,51,34,1992-01-10,10
740,USW00093738,1992-01-11,,,,46,27,1992-01-11,11
741,USW00093738,1992-01-12,,,,53,23,1992-01-12,12
742,USW00093738,1992-01-13,,,,55,37,1992-01-13,13
743,USW00093738,1992-01-14,,,,63,29,1992-01-14,14
744,USW00093738,1992-01-15,,,,36,22,1992-01-15,15
745,USW00093738,1992-01-16,,,,30,9,1992-01-16,16
746,USW00093738,1992-01-17,,,,44,10,1992-01-17,17
747,USW00093738,1992-01-18,,,,38,20,1992-01-18,18
748,USW00093738,1992-01-19,,,,25,8,1992-01-19,19
749,USW00093738,1992-01-20,,,,42,8,1992-01-20,20
750,USW00093738,1992-01-21,,,,56,16,1992-01-21,21
751,USW00093738,1992-01-22,,,,46,21,1992-01-22,22
752,USW00093738,1992-01-23,,,,44,35,1992-01-23,23
753,USW00093738,1992-01-24,,,,44,27,1992-01-24,24
754,USW00093738,1992-01-25,,,,33,21,1992-01-25,25
755,USW00093738,1992-01-26,,,,34,13,1992-01-26,26
756,USW00093738,1992-01-27,,,,38,9,1992-01-27,27
757,USW00093738,1992-01-28,,,,49,25,1992-01-28,28
758,USW00093738,1992-01-29,,,,50,20,1992-01-29,29
759,USW00093738,1992-01-30,,,,51,22,1992-01-30,30
760,USW00093738,1992-01-31,,,,44,29,1992-01-31,31
761,USW00093738,1992-02-01,,,,40,28,1992-02-01,32
762,USW00093738,1992-02-02,,,,43,23,1992-02-02,33
763,USW00093738,1992-02-03,,,,47,23,1992-02-03,34
764,USW00093738,1992-02-04,,,,56,23,1992-02-04,35
765,USW00093738,1992-02-05,,,,42,24,1992-02-05,36
766,USW00093738,1992-02-06,,,,44,16,1992-02-06,37
767,USW00093738,1992-02-07,,,,43,19,1992-02-07,38
768,USW00093738,1992-02-08,,,,42,28,1992-02-08,39
769,USW00093738,1992-02-09,,,,34,14,1992-02-09,40
770,USW00093738,1992-02-10,,,,36,7,1992-02-10,41
771,USW00093738,1992-02-11,,,,56,24,1992-02-11,42
772,USW00093738,1992-02-12,,,,42,22,1992-02-12,43
773,USW00093738,1992-02-13,,,,31,23,1992-02-13,44
774,USW00093738,1992-02-14,,,,50,23,1992-02-14,45
775,USW00093738,1992-02-15,,,,46,35,1992-02-15,46
776,USW00093738,1992-02-16,,,,53,38,1992-02-16,47
777,USW00093738,1992-02-17,,,,49,27,1992-02-17,48
778,USW00093738,1992-02-18,,,,41,37,1992-02-18,49
779,USW00093738,1992-02-19,,,,65,41,1992-02-19,50
780,USW00093738,1992-02-20,,,,51,29,1992-02-20,51
781,USW00093738,1992-02-21,,,,59,28,1992-02-21,52
782,USW00093738,1992-02-22,,,,64,29,1992-02-22,53
783,USW00093738,1992-02-23,,,,63,33,1992-02-23,54
784,USW00093738,1992-02-24,,,,51,40,1992-02-24,55
785,USW00093738,1992-02-25,,,,41,38,1992-02-25,56
786,USW00093738,1992-02-26,,,,46,34,1992-02-26,57
787,USW00093738,1992-02-27,,,,53,31,1992-02-27,58
788,USW00093738,1992-02-28,,,,59,38,1992-02-28,59
789,USW00093738,1992-02-29,,,,56,23,1992-02-29,60
790,USW00093738,1992-03-01,,,,63,19,1992-03-01,61
791,USW00093738,1992-03-02,,,,74,29,1992-03-02,62
792,USW00093738,1992-03-03,,,,55,34,1992-03-03,63
793,USW00093738,1992-03-04,,,,45,33,1992-03-04,64
794,USW00093738,1992-03-05,,,,52,37,1992-03-05,65
795,USW00093738,1992-03-06,,,,52,35,1992-03-06,66
796,USW00093738,1992-03-07,,,,62,45,1992-03-07,67
797,USW00093738,1992-03-08,,,,66,44,1992-03-08,68
798,USW00093738,1992-03-09,,,,70,42,1992-03-09,69
799,USW00093738,1992-03-10,,,,63,51,1992-03-10,70
800,USW00093738,1992-03-11,,,,59,27,1992-03-11,71
801,USW00093738,1992-03-12,,,,46,19,1992-03-12,72
802,USW00093738,1992-03-13,,,,39,23,1992-03-13,73
803,USW00093738,1992-03-14,,,,44,20,1992-03-14,74
804,USW00093738,1992-03-15,,,,41,25,1992-03-15,75
805,USW00093738,1992-03-16,,,,38,19,1992-03-16,76
806,USW00093738,1992-03-17,,,,65,18,1992-03-17,77
807,USW00093738,1992-03-18,,,,51,35,1992-03-18,78
808,USW00093738,1992-03-19,,,,37,34,1992-03-19,79
809,USW00093738,1992-03-20,,,,45,26,1992-03-20,80
810,USW00093738,1992-03-21,,,,44,24,1992-03-21,81
811,USW00093738,1992-03-22,,,,41,22,1992-03-22,82
812,USW00093738,1992-03-23,,,,41,22,1992-03-23,83
813,USW00093738,1992-03-24,,,,51,22,1992-03-24,84
814,USW00093738,1992-03-25,,,,58,26,1992-03-25,85
815,USW00093738,1992-03-26,,,,49,42,1992-03-26,86
816,USW00093738,1992-03-27,,,,54,39,1992-03-27,87
817,USW00093738,1992-03-28,,,,52,35,1992-03-28,88
818,USW00093738,1992-03-29,,,,60,33,1992-03-29,89
819,USW00093738,1992-03-30,,,,65,43,1992-03-30,90
820,USW00093738,1992-03-31,,,,59,32,1992-03-31,91
821,USW00093738,1992-04-01,,,,59,29,1992-04-01,92
822,USW00093738,1992-04-02,,,,44,29,1992-04-02,93
823,USW00093738,1992-04-03,,,,47,29,1992-04-03,94
824,USW00093738,1992-04-04,,,,50,28,1992-04-04,95
825,USW00093738,1992-04-05,,,,56,30,1992-04-05,96
826,USW00093738,1992-04-06,,,,63,30,1992-04-06,97
827,USW00093738,1992-04-07,,,,71,37,1992-04-07,98
828,USW00093738,1992-04-08,,,,69,40,1992-04-08,99
829,USW00093738,1992-04-09,,,,69,34,1992-04-09,100
830,USW00093738,1992-04-10,,,,78,47,1992-04-10,101
831,USW00093738,1992-04-11,,,,84,50,1992-04-11,102
832,USW00093738,1992-04-12,,,,69,44,1992-04-12,103
833,USW00093738,1992-04-13,,,,53,34,1992-04-13,104
834,USW00093738,1992-04-14,,,,63,40,1992-04-14,105
835,USW00093738,1992-04-15,,,,60,46,1992-04-15,106
836,USW00093738,1992-04-16,,,,58,46,1992-04-16,107
837,USW00093738,1992-04-17,,,,85,44,1992-04-17,108
838,USW00093738,1992-04-18,,,,60,48,1992-04-18,109
839,USW00093738,1992-04-19,,,,53,47,1992-04-19,110
840,USW00093738,1992-04-20,,,,68,49,1992-04-20,111
841,USW00093738,1992-04-21,,,,70,54,1992-04-21,112
842,USW00093738,1992-04-22,,,,74,55,1992-04-22,113
843,USW00093738,1992-04-23,,,,79,47,1992-04-23,114
844,USW00093738,1992-04-24,,,,84,57,1992-04-24,115
845,USW00093738,1992-04-25,,,,63,50,1992-04-25,116
846,USW00093738,1992-04-26,,,,57,45,1992-04-26,117
847,USW00093738,1992-04-27,,,,59,39,1992-04-27,118
848,USW00093738,1992-04-28,,,,64,37,1992-04-28,119
849,USW00093738,1992-04-29,,,,67,34,1992-04-29,120
850,USW00093738,1992-04-30,,,,62,46,1992-04-30,121
851,USW00093738,1992-05-01,,,,71,43,1992-05-01,122
852,USW00093738,1992-05-02,,,,88,56,1992-05-02,123
853,USW00093738,1992-05-03,,,,78,59,1992-05-03,124
854,USW00093738,1992-05-04,,,,63,48,1992-05-04,125
855,USW00093738,1992-05-05,,,,62,45,1992-05-05,126
856,USW00093738,1992-05-06,,,,61,39,1992-05-06,127
857,USW00093738,1992-05-07,,,,54,39,1992-05-07,128
858,USW00093738,1992-05-08,,,,55,43,1992-05-08,129
859,USW00093738,1992-05-09,,,,63,44,1992-05-09,130
860,USW00093738,1992-05-10,,,,73,43,1992-05-10,131
861,USW00093738,1992-05-11,,,,79,48,1992-05-11,132
862,USW00093738,1992-05-12,,,,78,44,1992-05-12,133
863,USW00093738,1992-05-13,,,,80,50,1992-05-13,134
864,USW00093738,1992-05-14,,,,78,55,1992-05-14,135
865,USW00093738,1992-05-15,,,,72,58,1992-05-15,136
866,USW00093738,1992-05-16,,,,66,59,1992-05-16,137
867,USW00093738,1992-05-17,,,,70,59,1992-05-17,138
868,USW00093738,1992-05-18,,,,80,63,1992-05-18,139
869,USW00093738,1992-05-19,,,,74,47,1992-05-19,140
870,USW00093738,1992-05-20,,,,75,37,1992-05-20,141
871,USW00093738,1992-05-21,,,,81,33,1992-05-21,142
872,USW00093738,1992-05-22,,,,86,42,1992-05-22,143
873,USW00093738,1992-05-23,,,,88,45,1992-05-23,144
874,USW00093738,1992-05-24,,,,83,48,1992-05-24,145
875,USW00093738,1992-05-25,,,,58,46,1992-05-25,146
876,USW00093738,1992-05-26,,,,55,49,1992-05-26,147
877,USW00093738,1992-05-27,,,,67,44,1992-05-27,148
878,USW00093738,1992-05-28,,,,70,38,1992-05-28,149
879,USW00093738,1992-05-29,,,,73,47,1992-05-29,150
880,USW00093738,1992-05-30,,,,65,53,1992-05-30,151
881,USW00093738,1992-05-31,,,,75,57,1992-05-31,152
882,USW00093738,1992-06-01,,,,73,56,1992-06-01,153
883,USW00093738,1992-06-02,,,,73,53,1992-06-02,154
884,USW00093738,1992-06-03,,,,80,52,1992-06-03,155
885,USW00093738,1992-06-04,,,,69,54,1992-06-04,156
886,USW00093738,1992-06-05,,,,77,62,1992-06-05,157
887,USW00093738,1992-06-06,,,,82,60,1992-06-06,158
888,USW00093738,1992-06-07,,,,87,61,1992-06-07,159
889,USW00093738,1992-06-08,,,,89,71,1992-06-08,160
890,USW00093738,1992-06-09,,,,79,58,1992-06-09,161
891,USW00093738,1992-06-10,,,,80,54,1992-06-10,162
892,USW00093738,1992-06-11,,,,80,50,1992-06-11,163
893,USW00093738,1992-06-12,,,,82,58,1992-06-12,164
894,USW00093738,1992-06-13,,,,82,53,1992-06-13,165
895,USW00093738,1992-06-14,,,,85,57,1992-06-14,166
896,USW00093738,1992-06-15,,,,87,64,1992-06-15,167
897,USW00093738,1992-06-16,,,,79,60,1992-06-16,168
898,USW00093738,1992-06-17,,,,79,58,1992-06-17,169
899,USW00093738,1992-06-18,,,,80,62,1992-06-18,170
900,USW00093738,1992-06-19,,,,83,62,1992-06-19,171
901,USW00093738,1992-06-20,,,,77,58,1992-06-20,172
902,USW00093738,1992-06-21,,,,69,49,1992-06-21,173
903,USW00093738,1992-06-22,,,,72,48,1992-06-22,174
904,USW00093738,1992-06-23,,,,77,44,1992-06-23,175
905,USW00093738,1992-06-24,,,,79,59,1992-06-24,176
906,USW00093738,1992-06-25,,,,81,55,1992-06-25,177
907,USW00093738,1992-06-26,,,,83,57,1992-06-26,178
908,USW00093738,1992-06-27,,,,84,58,1992-06-27,179
909,USW00093738,1992-06-28,,,,82,52,1992-06-28,180
910,USW00093738,1992-06-29,,,,86,54,1992-06-29,181
911,USW00093738,1992-06-30,,,,89,67,1992-06-30,182
912,USW00093738,1992-07-01,,,,86,65,1992-07-01,183
913,USW00093738,1992-07-02,,,,84,66,1992-07-02,184
914,USW00093738,1992-07-03,,,,72,66,1992-07-03,185
915,USW00093738,1992-07-04,,,,84,60,1992-07-04,186
916,USW00093738,1992-07-05,,,,82,56,1992-07-05,187
917,USW00093738,1992-07-06,,,,82,64,1992-07-06,188
918,USW00093738,1992-07-07,,,,81,54,1992-07-07,189
919,USW00093738,1992-07-08,,,,83,57,1992-07-08,190
920,USW00093738,1992-07-09,,,,91,73,1992-07-09,191
921,USW00093738,1992-07-10,,,,95,69,1992-07-10,192
922,USW00093738,1992-07-11,,,,92,71,1992-07-11,193
923,USW00093738,1992-07-12,,,,91,69,1992-07-12,194
924,USW00093738,1992-07-13,,,,88,72,1992-07-13,195
925,USW00093738,1992-07-14,,,,96,70,1992-07-14,196
926,USW00093738,1992-07-15,,,,93,72,1992-07-15,197
927,USW00093738,1992-07-16,,,,90,67,1992-07-16,198
928,USW00093738,1992-07-17,,,,90,72,1992-07-17,199
929,USW00093738,1992-07-18,,,,87,66,1992-07-18,200
930,USW00093738,1992-07-19,,,,91,64,1992-07-19,201
931,USW00093738,1992-07-20,,,,91,65,1992-07-20,202
932,USW00093738,1992-07-21,,,,94,64,1992-07-21,203
933,USW00093738,1992-07-22,,,,77,68,1992-07-22,204
934,USW00093738,1992-07-23,,,,85,69,1992-07-23,205
935,USW00093738,1992-07-24,,,,78,68,1992-07-24,206
936,USW00093738,1992-07-25,,,,75,65,1992-07-25,207
937,USW00093738,1992-07-26,,,,79,67,1992-07-26,208
938,USW00093738,1992-07-27,,,,85,69,1992-07-27,209
939,USW00093738,1992-07-28,,,,84,62,1992-07-28,210
940,USW00093738,1992-07-29,,,,86,57,1992-07-29,211
941,USW00093738,1992-07-30,,,,89,62,1992-07-30,212
942,USW00093738,1992-07-31,,,,88,67,1992-07-31,213
943,USW00093738,1992-08-01,,,,80,58,1992-08-01,214
944,USW00093738,1992-08-02,,,,81,54,1992-08-02,215
945,USW00093738,1992-08-03,,,,87,62,1992-08-03,216
946,USW00093738,1992-08-04,,,,85,60,1992-08-04,217
947,USW00093738,1992-08-05,,,,80,54,1992-08-05,218
948,USW00093738,1992-08-06,,,,81,55,1992-08-06,219
949,USW00093738,1992-08-07,,,,82,55,1992-08-07,220
950,USW00093738,1992-08-08,,,,79,60,1992-08-08,221
951,USW00093738,1992-08-09,,,,89,67,1992-08-09,222
952,USW00093738,1992-08-10,,,,90,64,1992-08-10,223
953,USW00093738,1992-08-11,,,,93,67,1992-08-11,224
954,USW00093738,1992-08-12,,,,81,62,1992-08-12,225
955,USW00093738,1992-08-13,,,,73,61,1992-08-13,226
956,USW00093738,1992-08-14,,,,74,61,1992-08-14,227
957,USW00093738,1992-08-15,,,,66,61,1992-08-15,228
958,USW00093738,1992-08-16,,,,70,61,1992-08-16,229
959,USW00093738,1992-08-17,,,,72,64,1992-08-17,230
960,USW00093738,1992-08-18,,,,83,65,1992-08-18,231
961,USW00093738,1992-08-19,,,,85,57,1992-08-19,232
962,USW00093738,1992-08-20,,,,79,54,1992-08-20,233
963,USW00093738,1992-08-21,,,,81,51,1992-08-21,234
964,USW00093738,1992-08-22,,,,78,57,1992-08-22,235
965,USW00093738,1992-08-23,,,,81,60,1992-08-23,236
966,USW00093738,1992-08-24,,,,83,57,1992-08-24,237
967,USW00093738,1992-08-25,,,,91,64,1992-08-25,238
968,USW00093738,1992-08-26,,,,91,64,1992-08-26,239
969,USW00093738,1992-08-27,,,,91,65,1992-08-27,240
970,USW00093738,1992-08-28,,,,82,63,1992-08-28,241
971,USW00093738,1992-08-29,,,,76,50,1992-08-29,242
972,USW00093738,1992-08-30,,,,79,48,1992-08-30,243
973,USW00093738,1992-08-31,,,,85,57,1992-08-31,244
974,USW00093738,1992-09-01,,,,82,50,1992-09-01,245
975,USW00093738,1992-09-02,,,,79,60,1992-09-02,246
976,USW00093738,1992-09-03,,,,80,67,1992-09-03,247
977,USW00093738,1992-09-04,,,,88,63,1992-09-04,248
978,USW00093738,1992-09-05,,,,84,67,1992-09-05,249
979,USW00093738,1992-09-06,,,,69,65,1992-09-06,250
980,USW00093738,1992-09-07,,,,78,65,1992-09-07,251
981,USW00093738,1992-09-08,,,,85,66,1992-09-08,252
982,USW00093738,1992-09-09,,,,87,63,1992-09-09,253
983,USW00093738,1992-09-10,,,,85,68,1992-09-10,254
984,USW00093738,1992-09-11,,,,76,52,1992-09-11,255
985,USW00093738,1992-09-12,,,,73,49,1992-09-12,256
986,USW00093738,1992-09-13,,,,76,45,1992-09-13,257
987,USW00093738,1992-09-14,,,,76,47,1992-09-14,258
988,USW00093738,1992-09-15,,,,81,48,1992-09-15,259
989,USW00093738,1992-09-16,,,,83,52,1992-09-16,260
990,USW00093738,1992-09-17,,,,87,57,1992-09-17,261
991,USW00093738,1992-09-18,,,,84,57,1992-09-18,262
992,USW00093738,1992-09-19,,,,77,52,1992-09-19,263
993,USW00093738,1992-09-20,,,,75,51,1992-09-20,264
994,USW00093738,1992-09-21,,,,78,64,1992-09-21,265
995,USW00093738,1992-09-22,,,,86,67,1992-09-22,266
996,USW00093738,1992-09-23,,,,67,47,1992-09-23,267
997,USW00093738,1992-09-24,,,,65,41,1992-09-24,268
998,USW00093738,1992-09-25,,,,56,49,1992-09-25,269
999,USW00093738,1992-09-26,,,,68,54,1992-09-26,270
1000,USW00093738,1992-09-27,,,,72,63,1992-09-27,271
1001,USW00093738,1992-09-28,,,,68,58,1992-09-28,272
1002,USW00093738,1992-09-29,,,,64,44,1992-09-29,273
1003,USW00093738,1992-09-30,,,,60,38,1992-09-30,274
1004,USW00093738,1992-10-01,,,,64,38,1992-10-01,275
1005,USW00093738,1992-10-02,,,,70,36,1992-10-02,276
1006,USW00093738,1992-10-03,,,,76,42,1992-10-03,277
1007,USW00093738,1992-10-04,,,,63,47,1992-10-04,278
1008,USW00093738,1992-10-05,,,,62,37,1992-10-05,279
1009,USW00093738,1992-10-06,,,,63,35,1992-10-06,280
1010,USW00093738,1992-10-07,,,,64,32,1992-10-07,281
1011,USW00093738,1992-10-08,,,,72,37,1992-10-08,282
1012,USW00093738,1992-10-09,,,,72,58,1992-10-09,283
1013,USW00093738,1992-10-10,,,,73,50,1992-10-10,284
1014,USW00093738,1992-10-11,,,,71,49,1992-10-11,285
1015,USW00093738,1992-10-12,,,,66,43,1992-10-12,286
1016,USW00093738,1992-10-13,,,,68,43,1992-10-13,287
1017,USW00093738,1992-10-14,,,,74,40,1992-10-14,288
1018,USW00093738,1992-10-15,,,,85,43,1992-10-15,289
1019,USW00093738,1992-10-16,,,,77,54,1992-10-16,290
1020,USW00093738,1992-10-17,,,,54,33,1992-10-17,291
1021,USW00093738,1992-10-18,,,,56,31,1992-10-18,292
1022,USW00093738,1992-10-19,,,,50,30,1992-10-19,293
1023,USW00093738,1992-10-20,,,,49,25,1992-10-20,294
1024,USW00093738,1992-10-21,,,,68,41,1992-10-21,295
1025,USW00093738,1992-10-22,,,,60,34,1992-10-22,296
1026,USW00093738,1992-10-23,,,,64,30,1992-10-23,297
1027,USW00093738,1992-10-24,,,,73,40,1992-10-24,298
1028,USW00093738,1992-10-25,,,,58,32,1992-10-25,299
1029,USW00093738,1992-10-26,,,,66,28,1992-10-26,300
1030,USW00093738,1992-10-27,,,,63,40,1992-10-27,301
1031,USW00093738,1992-10-28,,,,60,42,1992-10-28,302
1032,USW00093738,1992-10-29,,,,59,40,1992-10-29,303
1033,USW00093738,1992-10-30,,,,61,48,1992-10-30,304
1034,USW00093738,1992-10-31,,,,51,46,1992-10-31,305
1035,USW00093738,1992-11-01,,,,46,43,1992-11-01,306
1036,USW00093738,1992-11-02,,,,60,43,1992-11-02,307
1037,USW00093738,1992-11-03,,,,72,42,1992-11-03,308
1038,USW00093738,1992-11-04,,,,67,40,1992-11-04,309
1039,USW00093738,1992-11-05,,,,61,40,1992-11-05,310
1040,USW00093738,1992-11-06,,,,48,35,1992-11-06,311
1041,USW00093738,1992-11-07,,,,48,38,1992-11-07,312
1042,USW00093738,1992-11-08,,,,47,28,1992-11-08,313
1043,USW00093738,1992-11-09,,,,50,23,1992-11-09,314
1044,USW00093738,1992-11-10,,,,55,26,1992-11-10,315
1045,USW00093738,1992-11-11,,,,54,41,1992-11-11,316
1046,USW00093738,1992-11-12,,,,66,42,1992-11-12,317
1047,USW00093738,1992-11-13,,,,65,37,1992-11-13,318
1048,USW00093738,1992-11-14,,,,46,30,1992-11-14,319
1049,USW00093738,1992-11-15,,,,43,23,1992-11-15,320
1050,USW00093738,1992-11-16,,,,43,22,1992-11-16,321
1051,USW00093738,1992-11-17,,,,60,34,1992-11-17,322
1052,USW00093738,1992-11-18,,,,58,40,1992-11-18,323
1053,USW00093738,1992-11-19,,,,44,36,1992-11-19,324
1054,USW00093738,1992-11-20,,,,48,36,1992-11-20,325
1055,USW00093738,1992-11-21,,,,55,42,1992-11-21,326
1056,USW00093738,1992-11-22,,,,69,54,1992-11-22,327
1057,USW00093738,1992-11-23,,,,68,43,1992-11-23,328
1058,USW00093738,1992-11-24,,,,60,37,1992-11-24,329
1059,USW00093738,1992-11-25,,,,54,50,1992-11-25,330
1060,USW00093738,1992-11-26,,,,60,51,1992-11-26,331
1061,USW00093738,1992-11-27,,,,51,38,1992-11-27,332
1062,USW00093738,1992-11-28,,,,51,31,1992-11-28,333
1063,USW00093738,1992-11-29,,,,44,31,1992-11-29,334
1064,USW00093738,1992-11-30,,,,46,24,1992-11-30,335
1065,USW00093738,1992-12-01,,,,42,26,1992-12-01,336
1066,USW00093738,1992-12-02,,,,47,23,1992-12-02,337
1067,USW00093738,1992-12-03,,,,46,26,1992-12-03,338
1068,USW00093738,1992-12-04,,,,43,25,1992-12-04,339
1069,USW00093738,1992-12-05,,,,42,27,1992-12-05,340
1070,USW00093738,1992-12-06,,,,40,21,1992-12-06,341
1071,USW00093738,1992-12-07,,,,43,32,1992-12-07,342
1072,USW00093738,1992-12-08,,,,42,28,1992-12-08,343
1073,USW00093738,1992-12-09,,,,40,17,1992-12-09,344
1074,USW00093738,1992-12-10,,,,50,28,1992-12-10,345
1075,USW00093738,1992-12-11,,,,43,35,1992-12-11,346
1076,USW00093738,1992-12-12,,,,43,39,1992-12-12,347
1077,USW00093738,1992-12-13,,,,43,37,1992-12-13,348
1078,USW00093738,1992-12-14,,,,38,32,1992-12-14,349
1079,USW00093738,1992-12-15,,,,38,35,1992-12-15,350
1080,USW00093738,1992-12-16,,,,45,33,1992-12-16,351
1081,USW00093738,1992-12-17,,,,55,36,1992-12-17,352
1082,USW00093738,1992-12-18,,,,47,26,1992-12-18,353
1083,USW00093738,1992-12-19,,,,49,28,1992-12-19,354
1084,USW00093738,1992-12-20,,,,53,33,1992-12-20,355
1085,USW00093738,1992-12-21,,,,42,24,1992-12-21,356
1086,USW00093738,1992-12-22,,,,52,29,1992-12-22,357
1087,USW00093738,1992-12-23,,,,50,34,1992-12-23,358
1088,USW00093738,1992-12-24,,,,45,15,1992-12-24,359
1089,USW00093738,1992-12-25,,,,38,14,1992-12-25,360
1090,USW00093738,1992-12-26,,,,38,20,1992-12-26,361
1091,USW00093738,1992-12-27,,,,34,11,1992-12-27,362
1092,USW00093738,1992-12-28,,,,34,27,1992-12-28,363
1093,USW00093738,1992-12-29,,,,43,33,1992-12-29,364
1094,USW00093738,1992-12-30,,,,56,41,1992-12-30,365
1095,USW00093738,1992-12-31,,,,73,50,1992-12-31,366
1096,USW00093738,1993-01-01,,,,60,30,1993-01-01,1
1097,USW00093738,1993-01-02,,,,40,25,1993-01-02,2
1098,USW00093738,1993-01-03,,,,43,27,1993-01-03,3
1099,USW00093738,1993-01-04,,,,64,40,1993-01-04,4
1100,USW00093738,1993-01-05,,,,63,39,1993-01-05,5
